OP | REF | HYP
OK | steady | steady
OK | state | state
OK | the | the
OK | amount | amount
OK | of | of
SUB | pollutant | poland
OK | being | being
OK | added | added
SUB | at | that
OK | the | the
OK | source | source
OK | must | must
OK | be | be
OK | the | the
OK | same | same
OK | amount | amount
SUB | that's | of
OK | being | being
OK | carried | carried
OK | away | away
OK | by | by
OK | the | the
SUB | wind | way
OK | and | and
SUB | so | saw
SUB | by | body
SUB | equating | claiming
OK | those | those
OK | two | two
OK | i | i
OK | can | can
OK | derive | derive
OK | a | a
OK | formula | formula
OK | for | for
OK | the | the
OK | concentration | concentration
OK | so | so
OK | this | this
SUB | is | of
OK | the | the
SUB | key | q
OK | step | step
DEL | i'm | ****
DEL | going | ****
SUB | to | on
SUB | equate | really
SUB | the | quite
SUB | rate | a
SUB | at | red
OK | which | which
SUB | pollutant's | blooms
OK | being | being
SUB | added | headed
OK | to | to
OK | the | the
SUB | rate | red
SUB | at | in
OK | which | which
OK | it's | it's
OK | being | being
OK | carried | carried
OK | away | away
SUB | by | about
OK | the | the
SUB | wind | went
OK | so | so
OK | on | on
OK | the | the
DEL | left-hand | ****
SUB | side | left
SUB | is | and
SUB | a | sighs
SUB | rate | array
OK | which | which
DEL | it | ****
DEL | s | ****
OK | being | being
OK | added | added
OK | this | this
OK | is | is
DEL | the | ****
SUB | rate | a
SUB | at | re
OK | which | which
DEL | it's | ****
OK | being | being
OK | carried | carried
OK | away | away
DEL | by | ****
DEL | the | ****
DEL | wind | ****
SUB | let | about
SUB | me | when
SUB | go | domingo
OK | through | through
OK | this | this
SUB | right-hand | right
SUB | side | inside
OK | that's | that's
OK | the | the
OK | air | air
OK | density | density
OK | that's | that's
SUB | wind | when
OK | speed | speed
OK | that's | that's
OK | the | the
INS | **** | cross
INS | **** | abyssal
SUB | cross-sectional | very
SUB | area | of
OK | of | of
OK | the | the
SUB | plume | gloom
OK | and | and
OK | so | so
OK | that | that
OK | product | product
OK | by | by
OK | itself | itself
SUB | those | will
SUB | three | sri
OK | things | things
OK | together | together
OK | is | is
OK | the | the
SUB | amount | a
SUB | of | moderate
OK | air | air
OK | per | per
OK | unit | unit
OK | time | time
OK | passing | passing
INS | **** | all
INS | **** | a
SUB | away | weight
OK | within | within
OK | the | the
SUB | plume | plum
OK | being | being
OK | carried | carried
SUB | downwind | down
SUB | by | when
SUB | the | bob
SUB | wind | and
SUB | and | an
SUB | i | idea
SUB | just | set
SUB | have | them
SUB | to | all
SUB | multiply | by
OK | that | that
SUB | times | time
SUB | the | sir
OK | concentration | concentration
OK | to | to
OK | convert | convert
OK | that | that
OK | from | from
SUB | an | and
SUB | air | hair
OK | mass | mass
OK | flux | flux
OK | to | to
OK | a | a
DEL | pollutant | ****
SUB | air | polluted
SUB | mass | herman
SUB | flux | schwartz
OK | so | so
OK | then | then
OK | solving | solving
OK | this | this
INS | **** | form
SUB | formula | of
OK | for | for
OK | concentration | concentration
INS | **** | ah
OK | i | i
OK | get | get
SUB | 2 | two
OK | times | times
OK | the | the
OK | source | source
DEL | i've | ****
DEL | plugged | ****
SUB | this | of
SUB | in | use
SUB | there | plug
SUB | as | listeners
OK | well | well
SUB | 2 | two
OK | times | times
SUB | the | a
OK | source | source
OK | divided | divided
OK | by | by
OK | the | the
OK | density | density
OK | of | of
OK | the | the
OK | air | air
OK | divided | divided
OK | by | by
SUB | π | pi
OK | times | times
OK | k | k
OK | times | times
SUB | x | acts
OK | and | and
DEL | you're | ****
DEL | going | ****
SUB | to | a
SUB | want | mb
SUB | to | you're
SUB | leave | a
SUB | an | while
SUB | inch | even
SUB | or | hampshire
SUB | two | to
OK | in | in
OK | your | your
OK | notes | notes
OK | to | to
OK | check | check
DEL | the | ****
OK | units | units
OK | on | on
SUB | this | us
OK | as | as
OK | well | well
OK | for | for
SUB | example | chapel
OK | the | the
OK | units | units
OK | on | on
OK | the | the
OK | concentration | concentration
DEL | we | ****
SUB | expect | weeks
SUB | if | eff
OK | previous | previous
OK | calculations | calculations
OK | are | are
OK | right | right
OK | it'll | it'll
OK | be | be
INS | **** | the
SUB | either | killer
SUB | kilograms | grams
OK | per | per
INS | **** | keller
SUB | kilogram | and
OK | if | if
OK | you | you
OK | prefer | prefer
OK | or | or
OK | it'll | it'll
OK | have | have
OK | no | no
OK | units | units
SUB | at | of
OK | all | all
OK | and | and
OK | so | so
OK | all | all
OK | the | the
OK | units | units
OK | over | over
SUB | here | your
OK | should | should
OK | cancel | cancel
OK | out | out
OK | and | and
INS | **** | of
SUB | leave | the
SUB | an | one
OK | inch | inch
OK | or | or
OK | two | two
OK | of | of
OK | your | your
OK | notes | notes
INS | **** | to
OK | to | to
OK | deal | deal
OK | with | with
OK | that | that
OK | one | one
OK | very | very
OK | interesting | interesting
SUB | thing | fang
OK | is | is
OK | that | that
OK | the | the
OK | velocity | velocity
OK | of | of
OK | the | the
SUB | wind | when
OK | canceled | canceled
OK | out | out
OK | how | how
OK | did | did
OK | that | that
OK | happen | happen
OK | i | i
OK | had | had
DEL | it | ****
OK | here | here
OK | because | because
INS | **** | of
OK | the | the
OK | rate | rate
SUB | at | of
OK | which | which
DEL | material | ****
SUB | is | jerrold
OK | being | being
OK | blown | blown
INS | **** | down
SUB | downwind | when
OK | is | is
OK | going | going
DEL | to | ****
SUB | be | a
SUB | proportional | bit
SUB | to | portions
OK | the | the
OK | wind | wind
OK | speed | speed
OK | but | but
OK | you | you
OK | see | see
OK | the | the
OK | radius | radius
OK | here | here
SUB | well | of
OK | the | the
OK | area | area
SUB | depends | n.'s
OK | on | on
SUB | r | our
OK | and | and
SUB | r | our
OK | depends | depends
OK | on | on
SUB | u | you
OK | underneath | underneath
OK | so | so
OK | when | when
OK | you | you
OK | square | square
OK | the | the
OK | radius | radius
OK | you | you
OK | get | get
OK | a | a
SUB | u | you
OK | underneath | underneath
OK | which | which
INS | **** | counsels
INS | **** | love
SUB | cancels | so
SUB | that | and
SUB | out | the
SUB | so | of
OK | the | the
OK | width | width
OK | of | of
OK | the | the
SUB | plume | palms
SUB | will | world
OK | change | change
OK | with | with
DEL | the | ****
SUB | wind | when
OK | speed | speed
OK | but | but
OK | not | not
OK | the | the
OK | concentration | concentration
OK | within | within
OK | the | the
SUB | plume | plum
OK | and | and
OK | when | when
OK | you | you
OK | do | do
DEL | you're | ****
DEL | going | ****
DEL | to | ****
SUB | do | period
SUB | a | o
OK | couple | couple
DEL | of | ****
OK | examples | examples
OK | like | like
OK | this | this
OK | in | in
OK | your | your
SUB | next | neck
OK | problem | problem
OK | set | set
INS | **** | in
OK | when | when
OK | you're | you're
OK | doing | doing
OK | that | that
SUB | you | the
SUB | might | my
OK | spend | spend
OK | a | a
OK | few | few
OK | minutes | minutes
OK | puzzling | puzzling
OK | over | over
OK | what | what
OK | was | was
OK | the | the
OK | role | role
OK | of | of
OK | the | the
OK | wind | wind
OK | speed | speed
OK | the | the
DEL | wind | ****
SUB | speed | when's
SUB | is | the
OK | very | very
OK | important | important
DEL | in | ****
SUB | this | as
OK | problem | problem
OK | but | but
OK | in | in
OK | that | that
INS | **** | ticket
SUB | particular | or
OK | formula | formula
OK | it | it
DEL | canceled | ****
DEL | out | ****
DEL | and | ****
SUB | so | is
SUB | you | cancelled
SUB | should | out
SUB | try | intuition
OK | to | to
OK | resolve | resolve
OK | that | that
OK | little | little
OK | dilemma | dilemma
DEL | how | ****
SUB | if | hollis
OK | the | the
DEL | wind | ****
SUB | speed | woods
SUB | is | because
OK | important | important
OK | how | how
DEL | did | ****
SUB | it | the
OK | cancel | cancel
DEL | out | ****
SUB | in | levin
OK | that | that
OK | particular | particular
INS | **** | for
SUB | formula | me
OK | so | so
OK | think | think
INS | **** | of
SUB | a | the
SUB | bit | above
SUB | about | above
OK | how | how
OK | that | that
OK | would | would
OK | work | work
DEL | any | ****
DEL | questions | ****
SUB | on | question
SUB | this | suns
OK | yes | yes
DEL | student | ****
DEL | what | ****
DEL | is | ****
DEL | a | ****
DEL | professor | ****
DEL | ron | ****
DEL | smith | ****
OK | a | a
OK | is | is
DEL | the | ****
SUB | is | a
OK | this | this
SUB | thing | whistling
SUB | the | across
SUB | cross-sectional | actual
OK | area | area
OK | of | of
DEL | the | ****
DEL | plume | ****
DEL | πr^2^/2 | ****
DEL | yes | ****
DEL | student | ****
DEL | what | ****
DEL | is | ****
OK | the | the
SUB | x | poo
SUB | in | are
SUB | the | square
SUB | equation | and
OK | over | over
DEL | there | ****
DEL | professor | ****
SUB | ron | to
SUB | smith | the
SUB | x | s
SUB | is | his
OK | the | the
OK | distance | distance
OK | between | between
OK | the | the
OK | source | source
OK | of | of
SUB | the | a
SUB | pollutant | potent
OK | and | and
INS | **** | they
SUB | the | a
OK | location | location
OK | of | of
INS | **** | the
OK | interest | interest
OK | your | your
OK | house | house
OK | or | or
INS | **** | the
OK | the | the
OK | school | school
OK | yard | yard
SUB | where | or
OK | the | the
OK | kids | kids
OK | are | are
OK | playing | playing
INS | **** | a
SUB | or | were
OK | whatever | whatever
OK | it | it
OK | is | is
DEL | that | ****
DEL | you're | ****
SUB | interested | meters
SUB | in | and
OK | finding | finding
OK | out | out
DEL | what | ****
DEL | the | ****
OK | concentration | concentration
OK | is | is
DEL | it's | ****
OK | the | the
OK | distance | distance
OK | away | away
OK | from | from
INS | **** | lou
SUB | the | km
SUB | pollutant | sorts
SUB | source | on
SUB | now | this
SUB | obviously | late
SUB | if | stefan
OK | the | the
SUB | wind | went
SUB | is | as
OK | from | from
OK | the | the
OK | west | west
OK | and | and
OK | you're | you're
OK | living | living
OK | down | down
OK | here | here
OK | somewhere | somewhere
OK | that | that
SUB | plume | plumb
OK | is | is
OK | not | not
DEL | going | ****
SUB | to | done
SUB | hit | it
OK | you | you
OK | at | at
OK | all | all
OK | so | so
OK | this | this
OK | calculation | calculation
OK | is | is
OK | irrelevant | irrelevant
OK | for | for
OK | you | you
OK | so | so
SUB | the | that
SUB | wind | when
OK | direction | direction
OK | comes | comes
OK | into | into
OK | this | this
SUB | in | and
OK | a | a
OK | very | very
OK | important | important
OK | way | way
OK | also | also
OK | i | i
OK | haven't | haven't
OK | mentioned | mentioned
OK | that | that
OK | up | up
SUB | until | till
OK | now | now
OK | but | but
OK | it's | it's
OK | probably | probably
OK | quite | quite
OK | obvious | obvious
DEL | that | ****
OK | the | the
OK | wind | wind
OK | direction | direction
OK | is | is
OK | a | a
OK | key | key
OK | player | player
OK | in | in
SUB | this | us
OK | it's | it's
OK | only | only
OK | if | if
OK | the | the
OK | wind | wind
OK | is | is
OK | blowing | blowing
OK | generally | generally
OK | in | in
SUB | the | that
OK | direction | direction
DEL | from | ****
SUB | the | trauma
SUB | source | swords
OK | to | to
OK | your | your
OK | location | location
OK | that | that
OK | this | this
OK | calculation | calculation
OK | becomes | becomes
OK | relevant | relevant
DEL | yeah | ****
DEL | student | ****
DEL | does | ****
DEL | the | ****
DEL | plume | ****
DEL | get | ****
DEL | wider | ****
DEL | as | ****
DEL | you | ****
DEL | go | ****
DEL | farther | ****
DEL | away | ****
DEL | from | ****
DEL | it | ****
DEL | so | ****
SUB | if | to
OK | you | you
DEL | live | ****
DEL | south | ****
DEL | of | ****
DEL | it | ****
DEL | far | ****
DEL | enough | ****
DEL | away | ****
DEL | professor | ****
DEL | ron | ****
DEL | smith | ****
OK | that's | that's
OK | true | true
DEL | that's | ****
DEL | what | ****
DEL | i've | ****
SUB | sketched | that
SUB | this | such
SUB | is | sketches
SUB | a | the
OK | top | top
DEL | view | ****
SUB | it | new
OK | is | is
OK | getting | getting
OK | wider | wider
OK | fast | fast
SUB | at | the
OK | first | first
SUB | and | a
SUB | then | man's
SUB | slower | law
SUB | but | orbit
OK | it | it
OK | never | never
OK | stops | stops
DEL | widening | ****
SUB | it | one
OK | keeps | keeps
OK | getting | getting
OK | wider | wider
OK | and | and
OK | wider | wider
OK | and | and
OK | wider | wider
SUB | the | for
SUB | further | the
OK | you | you
OK | are | are
SUB | downwind | down
SUB | so | winslow
OK | that's | that's
OK | true | true
OK | if | if
OK | you | you
SUB | lived | live
OK | a | a
OK | great | great
OK | distance | distance
INS | **** | down
SUB | downwind | when
OK | but | but
OK | not | not
OK | in | in
DEL | the | ****
OK | exactly | exactly
OK | in | in
OK | the | the
OK | wind | wind
OK | direction | direction
OK | you | you
OK | might | might
OK | still | still
OK | get | get
INS | **** | it
INS | **** | that
OK | the | the
INS | **** | blue
SUB | pollutant | done
OK | because | because
OK | the | the
OK | pollution | pollution
OK | will | will
SUB | widen | widened
OK | the | the
SUB | plume | poo
OK | so | so
INS | **** | keep
OK | keep | keep
OK | track | track
OK | of | of
OK | that | that
OK | when | when
OK | you | you
OK | do | do
OK | these | these
SUB | calculations | calculation
OK | yes | yes
DEL | student | ****
DEL | what | ****
DEL | does | ****
DEL | source | ****
DEL | represent | ****
DEL | in | ****
DEL | that | ****
DEL | final | ****
DEL | equation | ****
DEL | professor | ****
DEL | ron | ****
SUB | smith | ha
OK | source | source
OK | would | would
OK | be | be
DEL | the | ****
SUB | rate | they
SUB | at | ray
OK | which | which
SUB | pollutant | balloon
OK | is | is
OK | being | being
OK | added | added
OK | to | to
OK | the | the
OK | atmosphere | atmosphere
DEL | at | ****
DEL | the | ****
SUB | power | how
SUB | plant | are
SUB | let | on
SUB | s | looks
SUB | say | good
SUB | it | b
SUB | could | a
SUB | be | n
SUB | in | i
OK | units | units
OK | of | of
INS | **** | on
SUB | kilograms | telegram
SUB | per | spur
OK | second | second
OK | but | but
DEL | if | ****
SUB | it's | particles
SUB | particles | on
SUB | it | that
OK | could | could
OK | be | be
OK | the | the
OK | number | number
OK | of | of
OK | particles | particles
OK | per | per
OK | second | second
DEL | that's | ****
OK | being | being
SUB | added | in
OK | and | and
OK | then | then
OK | your | your
OK | concentration | concentration
OK | would | would
OK | have | have
OK | to | to
OK | be | be
OK | in | in
OK | the | the
OK | appropriate | appropriate
OK | by | by
DEL | the | ****
SUB | way | were
OK | that's | that's
SUB | the | a
OK | curve | curve
OK | ball | ball
OK | i've | i've
OK | given | given
OK | you | you
INS | **** | on
OK | the | the
OK | problem | problem
SUB | set | sept
OK | i | i
OK | think | think
OK | i | i
OK | gave | gave
OK | you | you
SUB | a | earths
OK | problem | problem
INS | **** | which
INS | **** | all
SUB | in | who
SUB | which | was
SUB | the | a
OK | source | source
OK | was | was
OK | quoted | quoted
OK | as | as
OK | a | a
OK | number | number
DEL | of | ****
OK | particles | particles
OK | per | per
OK | second | second
OK | and | and
OK | so | so
OK | the | the
OK | concentration | concentration
SUB | then | van
OK | was | was
OK | in | in
OK | units | units
OK | of | of
OK | particles | particles
INS | **** | prick
SUB | per | of
SUB | cubic | a
OK | meter | meter
OK | rather | rather
OK | than | than
INS | **** | keller
INS | **** | grams
SUB | kilograms | for
SUB | per | q
SUB | cubic | kg
OK | meter | meter
OK | so | so
OK | just | just
OK | be | be
OK | wary | wary
DEL | you | ****
DEL | have | ****
SUB | to | out
SUB | have | eff
SUB | consistent | consist
OK | units | units
OK | when | when
DEL | you | ****
DEL | do | ****
DEL | this | ****
DEL | chapter | ****
DEL | 4 | ****
DEL | lapse | ****
DEL | rate | ****
DEL | 00 | ****
DEL | 27 | ****
SUB | 10 | units
SUB | ok | okay
OK | now | now
DEL | we're | ****
DEL | going | ****
DEL | to | ****
SUB | leave | wearily
OK | that | that
OK | there | there
SUB | and | are
SUB | move | no
SUB | on | not
SUB | to | true
OK | another | another
OK | aspect | aspect
OK | of | of
OK | mixing | mixing
INS | **** | palm
OK | which | which
OK | is | is
OK | very | very
OK | important | important
OK | also | also
OK | and | and
OK | that's | that's
OK | the | the
OK | role | role
INS | **** | of
INS | **** | a
OK | of | of
OK | the | the
OK | temperature | temperature
INS | **** | laps
SUB | lapse | rich
SUB | rate | all
OK | so | so
OK | i | i
OK | called | called
OK | this | this
SUB | section | action
OK | lapse | lapse
DEL | rate | ****
SUB | and | radiant
SUB | buoyancy | winds
OK | effects | effects
OK | first | first
OK | of | of
OK | all | all
DEL | i | ****
DEL | want | ****
SUB | to | water
SUB | define | defined
OK | what | what
OK | i | i
OK | mean | mean
OK | by | by
OK | the | the
DEL | lapse | ****
SUB | rate | laughter
SUB | lapse | laughter
SUB | rate | and
OK | is | is
SUB | the | a
OK | rate | rate
OK | of | of
OK | change | change
OK | of | of
OK | temperature | temperature
OK | with | with
OK | height | height
OK | if | if
DEL | you | ****
SUB | launch | you've
SUB | a | washing
SUB | balloon | alone
OK | and | and
OK | get | get
OK | that | that
OK | data | data
OK | back | back
SUB | you | can
SUB | can | measured
SUB | measure | of
OK | the | the
SUB | values | eyes
OK | of | of
OK | temperature | temperature
OK | with | with
OK | height | height
OK | and | and
INS | **** | i'm
OK | you | you
OK | can | can
DEL | define | ****
OK | the | the
SUB | lapse | final
SUB | rate | out
SUB | it | sir
SUB | has | as
OK | units | units
OK | typically | typically
OK | of | of
OK | degrees | degrees
INS | **** | l
SUB | celsius | serious
OK | per | per
OK | meter | meter
DEL | or | ****
SUB | perhaps | ward
SUB | you | rapture
OK | would | would
DEL | want | ****
SUB | to | wanna
OK | use | use
OK | degrees | degrees
SUB | celsius | else's
OK | per | per
OK | kilometer | kilometer
DEL | it's | ****
OK | basically | basically
OK | how | how
OK | fast | fast
SUB | is | of
OK | the | the
OK | temperature | temperature
OK | change | change
OK | in | in
OK | the | the
OK | atmosphere | atmosphere
OK | as | as
OK | you | you
OK | go | go
OK | up | up
OK | and | and
OK | down | down
OK | typically | typically
OK | in | in
SUB | the | neutral
SUB | troposphere | this
SUB | you | fear
SUB | remember | your
SUB | it | member
SUB | gets | depth
OK | colder | colder
OK | as | as
OK | you | you
OK | go | go
OK | up | up
OK | and | and
DEL | an | ****
OK | average | average
OK | value | value
SUB | i'm | farm
OK | using | using
INS | **** | or
OK | lower | lower
SUB | gamma | the
SUB | γ | gamma
OK | for | for
OK | this | this
OK | typical | typical
SUB | lapse | lecture
SUB | rate | to
SUB | for | the
SUB | the | procured
SUB | troposphere | it
OK | is | is
OK | about | about
INS | **** | six
INS | **** | mb
SUB | 6 | a
SUB | 5 | half
OK | degrees | degrees
INS | **** | on
INS | **** | sell
SUB | celsius | cirrus
OK | per | per
OK | kilometer | kilometer
OK | on | on
INS | **** | air
SUB | average | verge
SUB | every | a
SUB | kilometer | reply
SUB | you | maria
OK | go | go
OK | up | up
SUB | it | because
SUB | cools | above
SUB | about | six
SUB | 6 | men
SUB | 5 | have
OK | degrees | degrees
OK | but | but
OK | don't | don't
OK | take | take
OK | that | that
DEL | too | ****
SUB | literally | to
SUB | that's | let
SUB | just | us
SUB | an | assume
OK | average | average
OK | sometimes | sometimes
OK | it's | it's
INS | **** | so
OK | very | very
OK | different | different
OK | than | than
OK | that | that
OK | sometimes | sometimes
SUB | it's | it
OK | even | even
OK | positive | positive
OK | for | for
OK | example | example
OK | in | in
DEL | an | ****
SUB | inversion | and
SUB | remember | burning
SUB | how | abroad
SUB | i | a
SUB | defined | fine
SUB | an | and
SUB | inversion | version
SUB | an | conversion
SUB | inversion | was
SUB | was | a
OK | a | a
OK | layer | layer
SUB | where | were
OK | the | the
OK | temperature | temperature
DEL | increases | ****
SUB | with | increased
OK | height | height
OK | well | well
DEL | that | ****
DEL | would | ****
SUB | mean | of
SUB | a | me
OK | positive | positive
SUB | lapse | laps
SUB | rate | for
OK | instead | instead
OK | of | of
OK | a | a
OK | negative | negative
DEL | one | ****
OK | so | so
OK | for | for
OK | some | some
INS | **** | layer
SUB | layers | is
OK | and | and
OK | then | then
OK | in | in
OK | the | the
OK | stratosphere | stratosphere
OK | remember | remember
OK | you | you
OK | have | have
OK | a | a
OK | positive | positive
DEL | lapse | ****
SUB | rate | lecture
OK | the | the
OK | temperature | temperature
SUB | gets | goes
OK | warmer | warmer
OK | as | as
OK | you | you
OK | go | go
OK | up | up
OK | the | the
SUB | other | i
OK | really | really
OK | important | important
OK | quantity | quantity
INS | **** | has
SUB | is | a
OK | a | a
SUB | more | marv
SUB | of | earth
OK | a | a
SUB | theoretical | radical
OK | one | one
OK | but | but
OK | it's | it's
OK | equally | equally
OK | important | important
OK | it's | it's
OK | the | the
INS | **** | thea
INS | **** | bad
SUB | adiabatic | a
SUB | lapse | collapse
SUB | rate | for
OK | this | this
OK | is | is
OK | the | the
OK | lapse | lapse
SUB | rate | or
SUB | that | a
SUB | a | better
OK | parcel | parcel
OK | of | of
INS | **** | eric's
SUB | air | baron
SUB | experiences | says
OK | when | when
SUB | it | hint
OK | rises | rises
OK | why | why
OK | would | would
OK | the | the
OK | temperature | temperature
OK | of | of
OK | an | an
OK | air | air
OK | parcel | parcel
OK | change | change
OK | when | when
DEL | it | ****
OK | rises | rises
OK | well | well
OK | it's | it's
OK | pretty | pretty
INS | **** | from
SUB | it | the
SUB | s | straightforward
SUB | fairly | are
SUB | straightforward | mb
OK | when | when
OK | you | you
DEL | take | ****
SUB | an | think
OK | air | air
OK | parcel | parcel
OK | of | of
OK | a | a
OK | certain | certain
OK | volume | volume
OK | and | and
OK | lift | lift
OK | it | it
OK | you | you
OK | know | know
OK | the | the
OK | pressure | pressure
INS | **** | decrease
SUB | decreases | is
OK | as | as
OK | you | you
OK | go | go
OK | up | up
OK | so | so
OK | when | when
OK | you | you
SUB | lift | left
OK | a | a
OK | parcel | parcel
DEL | up | ****
DEL | it's | ****
SUB | going | op
SUB | to | corner
OK | expand | expand
OK | a | a
OK | little | little
OK | bit | bit
SUB | you | the
SUB | lift | list
SUB | it | of
OK | further | further
SUB | it's | its
SUB | going | can
SUB | to | expand
SUB | expand | to
SUB | still | inflow
OK | more | more
OK | and | and
OK | when | when
OK | air | air
OK | expands | expands
OK | it | it
OK | does | does
OK | work | work
OK | on | on
OK | its | its
OK | environment | environment
SUB | by | are
OK | pressing | pressing
OK | out | out
SUB | and | an
OK | expanding | expanding
INS | **** | the
SUB | it | decrease
SUB | decreases | is
SUB | the | a
OK | amount | amount
OK | of | of
SUB | energy | energies
SUB | stored | stuart
OK | in | in
OK | the | the
OK | parcel | parcel
OK | because | because
OK | it's | it's
OK | done | done
OK | work | work
OK | on | on
DEL | the | ****
OK | environment | environment
OK | and | and
SUB | its | if
OK | temperature | temperature
OK | drops | drops
OK | it's | it's
OK | called | called
INS | **** | a
INS | **** | a
SUB | adiabatic | ballot
OK | expansion | expansion
INS | **** | work
SUB | or | any
SUB | adiabatic | better
OK | cooling | cooling
OK | the | the
OK | word | word
INS | **** | any
INS | **** | of
INS | **** | that
SUB | adiabatic | a
SUB | here | cure
OK | means | means
OK | without | without
OK | adding | adding
INS | **** | heat
INS | **** | a
INS | **** | lot
INS | **** | and
SUB | or | mars
SUB | subtracting | tracking
OK | heat | heat
OK | and | and
OK | you | you
OK | may | may
OK | wonder | wonder
OK | how | how
OK | can | can
OK | i | i
OK | change | change
OK | the | the
OK | temperature | temperature
OK | without | without
SUB | adding | an
SUB | heat | equal
OK | the | the
OK | point | point
OK | is | is
INS | **** | i'm
INS | **** | doing
OK | i'm | i'm
INS | **** | change
SUB | changing | in
OK | the | the
OK | temperature | temperature
OK | by | by
SUB | having | adding
SUB | that | a
OK | parcel | parcel
OK | do | do
OK | work | work
OK | on | on
OK | its | its
SUB | environment | informant
OK | not | not
OK | by | by
OK | adding | adding
OK | heat | heat
OK | from | from
OK | some | some
OK | energy | energy
OK | source | source
DEL | it's | ****
SUB | purely | curly
OK | a | a
OK | mechanical | mechanical
OK | process | process
OK | of | of
OK | expanding | expanding
OK | the | the
OK | air | air
OK | and | and
OK | watching | watching
OK | it | it
OK | cool | cool
SUB | because | cause
OK | of | of
OK | that | that
INS | **** | the
SUB | adiabatic | the
SUB | expansion | gigs
SUB | that's | trench
OK | quite | quite
OK | a | a
OK | powerful | powerful
INS | **** | from
INS | **** | of
SUB | effect | fact
OK | as | as
OK | you'll | you'll
OK | see | see
OK | in | in
OK | just | just
OK | a | a
OK | moment | moment
OK | so | so
DEL | the | ****
DEL | adiabatic | ****
DEL | lapse | ****
SUB | rate | they
SUB | is | backlash
SUB | defined | earths
SUB | as | vines
OK | a | a
OK | rate | rate
OK | of | of
OK | cooling | cooling
OK | as | as
SUB | an | in
SUB | air | her
OK | parcel | parcel
OK | rises | rises
OK | it | it
OK | is | is
OK | a | a
SUB | reversible | reversal
SUB | phenomenon | ball
SUB | so | phenomena
SUB | if | so
SUB | a | our
SUB | parcel | soul
SUB | sinks | thanks
OK | back | back
OK | down | down
OK | in | in
OK | the | the
OK | atmosphere | atmosphere
DEL | it | ****
DEL | will | ****
SUB | compress | class
OK | and | and
SUB | its | it's
OK | temperature | temperature
OK | will | will
OK | increase | increase
OK | at | at
OK | the | the
OK | same | same
INS | **** | break
SUB | rate | on
SUB | i'll | all
OK | use | use
OK | capital | capital
OK | gamma | gamma
DEL | γ | ****
OK | for | for
OK | this | this
OK | quantity | quantity
INS | **** | eighty
SUB | adiabatic | a
SUB | lapse | battered
SUB | rate | flattery
SUB | it | the
OK | can | can
OK | be | be
SUB | computed | compute
SUB | as | a
SUB | a | the
SUB | ratio | racial
SUB | of | that
SUB | the | saw
SUB | acceleration | origin
SUB | of | or
OK | gravity | gravity
OK | to | to
OK | the | the
DEL | heat | ****
OK | capacity | capacity
OK | of | of
OK | the | the
OK | air | air
DEL | if | ****
OK | this | this
OK | were | were
DEL | a | ****
OK | course | course
OK | on | on
INS | **** | determine
INS | **** | mt
SUB | thermodynamics | x
SUB | i | r
OK | would | would
SUB | derive | arrive
OK | that | that
OK | for | for
OK | you | you
INS | **** | on
INS | **** | have
OK | for | for
INS | **** | a
OK | the | the
OK | earth | earth
OK | and | and
INS | **** | are
SUB | our | harp
OK | atmosphere | atmosphere
OK | made | made
OK | of | of
OK | air | air
OK | the | the
INS | **** | values
INS | **** | about
INS | **** | nine
INS | **** | point
INS | **** | three
INS | **** | minus
INS | **** | nine
INS | **** | point
INS | **** | three
INS | **** | times
SUB | value | an
SUB | is | a
SUB | about | minus
SUB | -9 | three
SUB | 8x10^-3^ | of
OK | degrees | degrees
SUB | celsius | else's
OK | per | per
OK | meter | meter
OK | or | or
SUB | expressing | express
SUB | that | imagine
SUB | in | can
OK | kilometers | kilometers
SUB | it's | to
SUB | about | bob
SUB | -9 | minus
SUB | 8 | nine
SUB | degrees | point
SUB | celsius | it
SUB | per | the
SUB | kilometer | minus
SUB | question | one
SUB | student | there
SUB | what's | minus
SUB | the | nine
SUB | denominator | point
SUB | again | eight
SUB | professor | of
SUB | ron | degrees
SUB | smith | else's
SUB | the | club
SUB | heat | question
SUB | capacity | later
SUB | of | passive
OK | constant | constant
OK | pressure | pressure
OK | for | for
OK | air | air
OK | you | you
OK | could | could
OK | look | look
SUB | it | up
SUB | up | and
SUB | in | table
SUB | a | of
OK | table | table
OK | of | of
INS | **** | flux
INS | **** | a
SUB | physical | little
SUB | constants | constance
OK | you | you
OK | can | can
SUB | google | go
SUB | it | out
SUB | its | how
SUB | value | its
SUB | is | values
OK | about | about
OK | a | a
INS | **** | thousand
SUB | 1 | and
SUB | 004 | for
SUB | i | the
SUB | believe | and
SUB | in | so
SUB | si | i
OK | units | units
INS | **** | cobb
OK | so | so
INS | **** | i
INS | **** | top
OK | i | i
OK | have | have
OK | to | to
OK | confess | confess
OK | i'm | i'm
OK | a | a
SUB | little | law
SUB | bit | that
OK | sloppy | sloppy
OK | that | that
OK | number | number
DEL | is | ****
OK | so | so
OK | close | close
OK | to | to
SUB | 10 | ten
OK | that | that
OK | i | i
OK | very | very
OK | often | often
SUB | round | rom
SUB | it | that
OK | off | off
DEL | to | ****
DEL | 10 | ****
SUB | when | ten
OK | i'm | i'm
OK | doing | doing
INS | **** | quick
OK | quick | quick
OK | calculations | calculations
OK | and | and
OK | i've | i've
OK | done | done
SUB | that | out
OK | here | here
