OP | REF | HYP
SUB | neurons | odds
OK | if | if
OK | you | you
OK | decide | decide
OK | to | to
OK | raise | raise
OK | your | your
SUB | hand | hands
OK | those | those
OK | are | are
OK | motor | motor
SUB | neurons | bronx
OK | telling | telling
SUB | the | a
OK | muscles | muscles
OK | what | what
OK | to | to
OK | do | do
OK | and | and
OK | there | there
OK | are | are
INS | **** | intern
SUB | interneurons | or
SUB | which | aunts
SUB | connect | which
SUB | the | connected
SUB | two | to
OK | and | and
OK | basically | basically
DEL | the | ****
DEL | interneurons | ****
SUB | do | interference
SUB | the | you
SUB | thinking | think
SUB | they | date
OK | make | make
OK | the | the
OK | connection | connection
OK | between | between
OK | sensation | sensation
SUB | and | act
SUB | action | all
SUB | it | the
SUB | used | use
SUB | to | of
SUB | be | a
SUB | believed | believe
OK | and | and
DEL | it's | ****
DEL | the | ****
DEL | sort | ****
SUB | of | as
SUB | thing | a
SUB | i | sorting
SUB | would | out
SUB | when | what
SUB | i | it
SUB | taught | might
SUB | this | cost
OK | course | course
OK | many | many
OK | years | years
DEL | ago | ****
SUB | i | of
SUB | would | what
OK | lecture | lecture
SUB | on | that
SUB | that | parents
SUB | neurons | i
OK | do | do
OK | not | not
OK | grow | grow
OK | back | back
OK | once | once
OK | you | you
OK | lose | lose
OK | them | them
INS | **** | ah
SUB | you | they
OK | never | never
OK | get | get
DEL | them | ****
OK | back | back
DEL | this | ****
OK | is | is
OK | actually | actually
OK | not | not
OK | true | true
DEL | there | ****
SUB | are | their
OK | parts | parts
DEL | of | ****
SUB | the | or
OK | brain | brain
SUB | in | with
OK | which | which
INS | **** | your
INS | **** | arms
SUB | neurons | and
SUB | can | we
SUB | re-grow | broke
OK | one | one
OK | interesting | interesting
OK | thing | thing
OK | about | about
INS | **** | marilyn
SUB | neurons | says
SUB | is | and
SUB | a | there
SUB | neuron | are
SUB | is | less
OK | like | like
OK | a | a
OK | gun | gun
DEL | it | ****
OK | either | either
OK | fires | fires
OK | or | or
OK | it | it
OK | doesn't | doesn't
DEL | it's | ****
DEL | all | ****
OK | or | or
OK | nothing | nothing
INS | **** | ah
OK | if | if
OK | you | you
OK | squeeze | squeeze
OK | the | the
OK | trigger | trigger
OK | of | of
OK | a | a
SUB | gun | guy
OK | really | really
OK | hard | hard
DEL | and | ****
OK | really | really
OK | fast | fast
DEL | it | ****
DEL | doesn't | ****
OK | fire | fire
OK | any | any
OK | faster | faster
DEL | or | ****
SUB | harder | armour
SUB | than | the
SUB | if | navy
SUB | you | displeased
SUB | just | gentlemen
SUB | squeezed | bob
OK | it | it
DEL | gently | ****
DEL | now | ****
DEL | this | ****
OK | seems | seems
OK | to | to
DEL | be | ****
SUB | strange | these
SUB | why | right
SUB | how | what
SUB | could | happened
SUB | neurons | your
SUB | be | honor
SUB | all | the
OK | or | or
OK | nothing | nothing
OK | when | when
OK | sensation | sensation
DEL | is | ****
OK | very | very
SUB | graded | great
OK | if | if
SUB | somebody | something
SUB | next | necks
OK | to | to
DEL | you | ****
SUB | pushed | porsche
OK | on | on
OK | your | your
INS | **** | head
SUB | hand | bob
OK | the | the
OK | degree | degree
OK | of | of
OK | pushing | pushing
DEL | you'd | ****
SUB | be | the
OK | able | able
OK | to | to
OK | notice | notice
OK | it | it
SUB | it's | is
OK | not | not
OK | either | either
OK | pushing | pushing
OK | or | or
OK | not | not
INS | **** | with
SUB | pushing | me
OK | you | you
INS | **** | didn't
SUB | can | the
SUB | degrees | liza
SUB | of | footing
SUB | pushing | that
SUB | degrees | means
SUB | of | if
SUB | heat | the
OK | degrees | degrees
OK | of | of
OK | brightness | brightness
DEL | and | ****
SUB | the | i
SUB | answer | messer
OK | is | is
DEL | although | ****
SUB | neurons | on
SUB | are | arose
SUB | all | or
OK | or | or
OK | nothing | nothing
DEL | there | ****
SUB | are | either
SUB | ways | a
SUB | to | wasted
SUB | code | oh
SUB | intensity | intensive
OK | so | so
OK | one | one
OK | simple | simple
OK | way | way
SUB | to | potent
SUB | code | and
SUB | intensity | study
OK | is | is
SUB | the | a
OK | number | number
OK | of | of
SUB | neurons | iraq's
OK | firing | firing
DEL | the | ****
OK | more | more
DEL | neurons | ****
SUB | the | europe's
OK | more | more
SUB | intense | and
OK | another | another
OK | way | way
OK | to | to
OK | increase | increase
OK | intensity | intensity
OK | is | is
OK | the | the
OK | frequency | frequency
OK | of | of
OK | firing | firing
SUB | so | ah
SUB | i'll | so
SUB | just | others
OK | use | use
SUB | those | oats
SUB | two | to
OK | the | the
OK | first | first
OK | one | one
OK | is | is
SUB | the | a
OK | number | number
OK | of | of
DEL | neurons | ****
DEL | firing | ****
SUB | the | darius
SUB | second | fired
OK | one | one
OK | is | is
SUB | the | a
OK | frequency | frequency
OK | of | of
DEL | firing | ****
SUB | in | fire
SUB | that | enact
OK | something | something
OK | is | is
OK | more | more
OK | intense | intense
DEL | if | ****
SUB | it's | davis
OK | bang | bang
OK | bang | bang
OK | bang | bang
OK | bang | bang
OK | bang | bang
OK | bang | bang
SUB | then | bang
SUB | louder | them
SUB | bang | back
SUB | bang | back
OK | bang | bang
DEL | and | ****
OK | these | these
OK | are | are
OK | two | two
OK | ways | ways
SUB | through | to
OK | which | which
INS | **** | vermont
SUB | neurons | in
SUB | encode | cloak
OK | intensity | intensity
OK | now | now
INS | **** | your
SUB | neurons | office
OK | are | are
OK | connected | connected
OK | and | and
DEL | they | ****
SUB | talk | a
SUB | to | popped
OK | one | one
OK | another | another
DEL | and | ****
SUB | it | any
SUB | used | use
SUB | to | of
SUB | be | the
OK | thought | thought
OK | they | they
SUB | were | would
SUB | tied | try
OK | to | to
OK | one | one
OK | another | another
SUB | like | but
SUB | a | if
SUB | computer | you
OK | like | like
SUB | you | to
OK | take | take
OK | wires | wires
DEL | and | ****
OK | you | you
OK | connect | connect
DEL | wires | ****
SUB | to | wire
SUB | each | which
SUB | other | of
SUB | you | the
OK | wrap | wrap
DEL | them | ****
DEL | around | ****
DEL | and | ****
DEL | connect | ****
DEL | them | ****
SUB | it | round
SUB | turns | ah
SUB | out | because
OK | this | this
DEL | isn't | ****
DEL | the | ****
DEL | case | ****
DEL | it | ****
SUB | turns | is
SUB | out | indicated
SUB | that | but
SUB | neurons | mirrors
SUB | relate | for
SUB | to | late
OK | one | one
OK | another | another
INS | **** | chemical
SUB | chemically | a
OK | in | in
OK | a | a
OK | kind | kind
OK | of | of
OK | interesting | interesting
OK | way | way
SUB | between | sweet
OK | any | any
DEL | neurons | ****
SUB | between | your
SUB | the | ops
SUB | axon | swing
SUB | of | attacks
SUB | one | on
SUB | neuron | wander
OK | and | and
SUB | the | again
SUB | dendrite | right
OK | of | of
OK | another | another
SUB | there's | as
OK | a | a
SUB | tiny | twenty
SUB | gap | jack
OK | the | the
OK | gap | gap
SUB | could | to
OK | be | be
INS | **** | a
INS | **** | boat
INS | **** | went
SUB | about | and
SUB | one | balance
SUB | ten-thousandths | nobody
SUB | of | to
SUB | a | watch
SUB | millimeter | you
SUB | wide | think
SUB | this | best
SUB | infinitesimal | move
SUB | gap | yet
OK | and | and
SUB | this | as
OK | gap | gap
OK | is | is
OK | known | known
OK | as | as
DEL | a | ****
SUB | synapse | the
SUB | and | senate
OK | what | what
OK | happens | happens
OK | is | is
DEL | when | ****
SUB | a | women
SUB | neuron | are
SUB | fires | on
SUB | an | fire
SUB | axon | annette
SUB | sends | incense
SUB | chemicals | shoo
SUB | shooting | in
SUB | through | to
OK | the | the
OK | gap | gap
OK | these | these
OK | chemicals | chemicals
OK | are | are
OK | known | known
OK | as | as
INS | **** | neuro
INS | **** | transmitter
SUB | neurotransmitters | is
SUB | and | op
SUB | they | any
SUB | affect | effect
SUB | the | again
SUB | dendrites | rights
OK | so | so
INS | **** | your
SUB | neurons | aunt
SUB | communicate | munich
SUB | to | eight
OK | one | one
OK | another | another
INS | **** | chemical
SUB | chemically | it
OK | these | these
OK | again | again
OK | the | the
OK | chemicals | chemicals
OK | could | could
OK | excite | excite
OK | the | the
OK | other | other
INS | **** | girl
SUB | neuron | senator
SUB | excitatory | cory
OK | bring | bring
OK | up | up
DEL | the | ****
OK | chances | chances
SUB | it | of
SUB | will | a
OK | fire | fire
INS | **** | when
INS | **** | hit
SUB | or | another
SUB | inhibit | nerve
SUB | the | is
SUB | other | it
SUB | neuron | for
SUB | inhibitory | it
OK | now | now
INS | **** | neuro
INS | **** | transmitter
INS | **** | is
SUB | neurotransmitters | come
SUB | become | into
SUB | interesting | resting
OK | because | because
OK | a | a
OK | lot | lot
INS | **** | out
INS | **** | psycho
INS | **** | farm
SUB | of | apology
SUB | psychopharmacology | bob
SUB | both | most
OK | of | of
OK | the | the
OK | medical | medical
OK | sort | sort
INS | **** | banner
SUB | and | read
SUB | the | regional
SUB | recreational | sword
SUB | sort | you
SUB | consists | sis
OK | of | of
SUB | fiddling | giggling
OK | with | with
SUB | neurotransmitters | bureaucrats
OK | and | and
OK | so | so
OK | you | you
OK | could | could
INS | **** | you
OK | see | see
INS | **** | it
SUB | this | as
SUB | through | for
OK | some | some
OK | examples | examples
INS | **** | stop
OK | there | there
OK | are | are
OK | two | two
OK | sorts | sorts
OK | of | of
OK | ways | ways
OK | you | you
SUB | could | can
OK | fiddle | fiddle
OK | with | with
INS | **** | neuro
INS | **** | transmitter
SUB | neurotransmitters | to
SUB | and | corresponding
SUB | correspondingly | wing
SUB | two | to
OK | sorts | sorts
OK | of | of
SUB | drugs | ropes
OK | there | there
OK | are | are
DEL | agonists | ****
SUB | and | agnes
SUB | what | when
SUB | an | agnes
SUB | agonist | us
SUB | does | is
SUB | is | it
OK | increases | increases
SUB | the | that
SUB | effect | that
SUB | of | are
SUB | neurotransmitters | transmitted
OK | either | either
OK | by | by
OK | making | making
OK | more | more
SUB | neurotransmitters | pressed
SUB | or | matters
SUB | stopping | we're
SUB | the | stopping
OK | cleanup | cleanup
SUB | of | america's
SUB | neurotransmitters | matters
OK | or | or
OK | in | in
OK | some | some
OK | cases | cases
OK | by | by
SUB | faking | taking
SUB | a | an
SUB | neurotransmitter | are
SUB | by | friends
SUB | mimicking | women
SUB | its | make
SUB | effects | use
SUB | then | of
SUB | there | facts
SUB | are | in
SUB | antagonists | there
SUB | that | and
SUB | slow | happiness
SUB | down | that
SUB | the | slowdown
SUB | amount | about
SUB | of | nerve
SUB | neurotransmitters | transmit
SUB | either | it
SUB | because | is
SUB | they | a
SUB | destroy | destroyed
SUB | neurotransmitters | neuro
SUB | or | transmitter
SUB | they | to
SUB | make | we're
SUB | it | in
SUB | hard | a
SUB | to | gephardt
SUB | create | read
OK | more | more
DEL | or | ****
SUB | in | when
OK | some | some
OK | cases | cases
OK | they | they
DEL | go | ****
DEL | to | ****
SUB | the | both
SUB | dendrite | began
SUB | of | right
SUB | the | under
SUB | neuron | on
OK | and | and
DEL | they | ****
DEL | kind | ****
DEL | of | ****
SUB | put | even
OK | a | a
SUB | paste | peace
OK | over | over
DEL | it | ****
OK | so | so
DEL | that | ****
OK | the | the
SUB | neurotransmitters | neuro
SUB | can't | transmitter
SUB | connect | scan
SUB | and | connect
SUB | it's | as
SUB | through | for
OK | these | these
OK | clever | clever
SUB | ways | weights
SUB | that | better
SUB | neurons | odds
OK | can | can
SUB | affect | effect
OK | your | your
SUB | mental | natural
SUB | life | light
OK | so | so
OK | for | for
OK | instance | instance
INS | **** | ah
OK | there | there
OK | is | is
OK | a | a
SUB | drug | private
OK | known | known
OK | as | as
SUB | curare | ferrari
OK | and | and
INS | **** | for
INS | **** | our
INS | **** | a.
INS | **** | palm
INS | **** | isn't
SUB | curare | it
SUB | is | had
SUB | an | been
SUB | antagonist | asked
SUB | it's | is
OK | a | a
OK | very | very
OK | particular | particular
INS | **** | sordid
SUB | sort | and
SUB | of | agnes
SUB | antagonist | it
OK | it | it
SUB | blocks | walks
OK | motor | motor
SUB | neurons | girl
OK | from | from
OK | affecting | affecting
OK | muscle | muscle
OK | fibers | fibers
SUB | what | with
OK | this | this
OK | does | does
OK | then | then
OK | is | is
OK | it | it
DEL | paralyzes | ****
SUB | you | our
SUB | because | lives
SUB | your | the
SUB | motor | vision
SUB | neurons | vulgar
SUB | you | arrives
SUB | send | then
OK | the | the
OK | command | command
OK | to | to
OK | your | your
INS | **** | arms
SUB | arm | is
SUB | to | that
SUB | stand | it's
SUB | to | a
SUB | lift | look
SUB | up | got
OK | it | it
OK | doesn't | doesn't
OK | work | work
OK | you | you
DEL | send | ****
DEL | the | ****
DEL | command | ****
SUB | to | say
SUB | your | judgmental
SUB | leg | existed
OK | to | to
OK | move | move
OK | it | it
OK | doesn't | doesn't
OK | work | work
OK | the | the
OK | motor | motor
INS | **** | bronze
INS | **** | our
SUB | neurons | party
SUB | are | activated
SUB | deactivated | ah
OK | and | and
OK | then | then
OK | because | because
OK | the | the
OK | way | way
OK | you | you
DEL | breathe | ****
SUB | is | leaders
OK | through | through
DEL | motor | ****
SUB | neurons | modern
SUB | you | arrived
SUB | then | in
SUB | die | doc
OK | there's | there's
OK | alcohol | alcohol
INS | **** | alcoholism
SUB | alcohol | fitted
SUB | is | to
SUB | inhibitory | work
OK | now | now
OK | this | this
OK | may | may
OK | be | be
OK | puzzling | puzzling
SUB | to | says
OK | people | people
INS | **** | it
INS | **** | is
SUB | it's | my
SUB | mildly | only
SUB | paradoxical | paradox
OK | because | because
OK | you | you
OK | may | may
OK | be | be
OK | thinking | thinking
OK | alcohol | alcohol
OK | is | is
OK | not | not
INS | **** | in
INS | **** | the
SUB | inhibitory | report
OK | on | on
OK | the | the
SUB | contrary | convert
OK | when | when
OK | i | i
OK | drink | drink
OK | a | a
OK | lot | lot
SUB | of | about
SUB | alcohol | hop
OK | i | i
SUB | lose | use
OK | my | my
SUB | inhibitions | inefficient
OK | and | and
OK | become | become
SUB | a | more
SUB | more | converse
SUB | fun | i
SUB | person | become
OK | i | i
OK | become | become
OK | more | more
OK | aggressive | aggressive
SUB | and | than
SUB | more | warped
OK | sexually | sexually
OK | vibrant | vibrant
OK | and | and
SUB | simply | something
OK | more | more
OK | beautiful | beautiful
INS | **** | and
OK | and | and
OK | so | so
INS | **** | we
INS | **** | were
INS | **** | always
INS | **** | alcohol
SUB | in | and
SUB | what | gathered
SUB | way | for
SUB | is | a
SUB | alcohol | while
SUB | inhibitory | yes
SUB | well | there
SUB | the | is
SUB | answer | a
OK | is | is
OK | it | it
INS | **** | gets
INS | **** | they
SUB | inhibits | may
SUB | the | be
SUB | inhibitory | in
SUB | parts | the
SUB | of | tory
SUB | your | party
SUB | brain | afresh
OK | so | so
OK | you | you
SUB | have | hap
OK | parts | parts
OK | of | of
OK | your | your
OK | brain | brain
OK | that | that
OK | are | are
OK | basically | basically
OK | telling | telling
OK | you | you
OK | now | now
DEL | largely | ****
DEL | in | ****
DEL | the | ****
DEL | frontal | ****
DEL | lobes | ****
DEL | that | ****
SUB | are | heartbeat
OK | okay | okay
DEL | keep | ****
SUB | your | he
SUB | pants | defends
SUB | on | lot
OK | don't | don't
SUB | hit | give
OK | me | me
INS | **** | buy
SUB | buddy | me
SUB | don't | ghali
SUB | use | is
SUB | bad | that
SUB | words | works
OK | alcohol | alcohol
SUB | relaxes | collapses
OK | shuts | shuts
OK | down | down
OK | those | those
OK | parts | parts
DEL | of | ****
DEL | the | ****
SUB | brain | beverage
OK | if | if
OK | you | you
OK | take | take
INS | **** | a
INS | **** | knock
SUB | enough | out
SUB | alcohol | all
SUB | it | the
SUB | then | been
OK | goes | goes
OK | down | down
OK | to | to
SUB | inhibit | invaded
SUB | the | excited
SUB | excitatory | toward
OK | parts | parts
OK | of | of
DEL | your | ****
SUB | brain | you
SUB | and | for
SUB | then | a
SUB | you | new
SUB | fall | fault
SUB | on | for
SUB | the | that
SUB | floor | so
OK | and | and
SUB | pass | that
SUB | out | means
SUB | amphetamines | increased
SUB | increase | amounts
OK | the | the
DEL | amount | ****
SUB | of | route
SUB | arousal | slopes
OK | in | in
OK | particular | particular
OK | they | they
INS | **** | preached
SUB | increase | about
SUB | the | nora
SUB | amount | than
SUB | of | ever
SUB | norepinephrine | and
SUB | a | your
SUB | neurotransmitter | transmitter
SUB | that's | as
OK | responsible | responsible
OK | for | for
OK | just | just
OK | general | general
SUB | arousal | aroused
OK | and | and
OK | so | so
SUB | amphetamines | i'm
SUB | include | threatening
SUB | drugs | to
SUB | like | clue
SUB | speed | drugs
SUB | and | lakes
SUB | coke | ah
OK | there | there
OK | are | are
INS | **** | ah
OK | prozac | prozac
INS | **** | or
INS | **** | chase
SUB | works | your
SUB | on | phone
SUB | serotonin | and
OK | when | when
OK | we | we
SUB | discuss | discussed
OK | clinical | clinical
OK | psychology | psychology
DEL | and | ****
OK | depression | depression
SUB | we'll | bob
SUB | learn | will
SUB | the | learn
OK | extent | extent
OK | to | to
OK | which | which
INS | **** | neuro
SUB | neurotransmitter | transmitter
OK | disorders | disorders
SUB | are | our
SUB | implicated | in
SUB | in | book
SUB | certain | injured
OK | disorders | disorders
OK | like | like
OK | depression | depression
OK | and | and
OK | one | one
OK | problem | problem
DEL | is | ****
DEL | that | ****
DEL | for | ****
DEL | depression | ****
OK | is | is
OK | that | that
DEL | there's | ****
SUB | too | out
SUB | little | profession
SUB | of | visitors
SUB | a | to
SUB | neurotransmitter | lavender
SUB | known | transmitter
SUB | as | answered
SUB | serotonin | bob
OK | prozac | prozac
OK | makes | makes
INS | **** | your
SUB | serotonin | coleman
OK | more | more
OK | prevalent | prevalent
OK | and | and
OK | so | so
DEL | in | ****
OK | some | some
OK | extent | extent
INS | **** | i
SUB | might | tell
SUB | help | thee
SUB | alleviate | eight
OK | depression | depression
INS | **** | ah
INS | **** | park
INS | **** | and
SUB | parkinson's | since
OK | disease | disease
OK | is | is
OK | a | a
OK | disease | disease
INS | **** | and
SUB | involving | bobbing
SUB | destruction | in
SUB | of | a
OK | motor | motor
SUB | control | for
SUB | and | all
OK | loss | loss
OK | of | of
SUB | motor | more
OK | control | control
SUB | difficulty | the
SUB | moving | move
SUB | and | it
OK | one | one
OK | factor | factor
DEL | in | ****
DEL | parkinson's | ****
DEL | is | ****
SUB | too | imparted
SUB | little | scissors
SUB | of | to
SUB | a | lavender
SUB | neurotransmitter | transmitter
SUB | known | no
SUB | as | mistook
SUB | dopamine | me
OK | the | the
OK | drug | drug
SUB | l-dopa | elbow
SUB | increases | up
SUB | the | greece
SUB | supply | is
OK | of | of
INS | **** | vital
SUB | dopamine | public
OK | and | and
OK | so | so
DEL | there | ****
SUB | is | does
OK | something | something
OK | to | to
INS | **** | the
INS | **** | a
SUB | alleviate | levy
SUB | at | of
SUB | least | these
OK | temporarily | temporarily
OK | the | the
OK | symptoms | symptoms
OK | of | of
DEL | parkinson's | ****
SUB | so | our
SUB | you | concerns
SUB | have | the
SUB | neurons | abner
SUB | and | odds
SUB | they're | under
SUB | clustered | cluster
OK | together | together
OK | and | and
DEL | they | ****
SUB | fire | if
SUB | and | i
SUB | they | may
OK | communicate | communicate
DEL | to | ****
SUB | one | with
SUB | another | that
OK | so | so
OK | how | how
SUB | does | is
SUB | this | a
SUB | all | soul
OK | work | work
OK | to | to
OK | give | give
OK | rise | rise
OK | to | to
SUB | creatures | preachers
SUB | who | of
SUB | could | the
SUB | do | two
OK | interesting | interesting
OK | things | things
DEL | like | ****
DEL | talk | ****
SUB | and | hawkins
OK | think | think
OK | well | well
OK | again | again
OK | it | it
OK | used | used
OK | to | to
OK | be | be
INS | **** | a
SUB | believed | believe
OK | that | that
OK | the | the
OK | brain | brain
OK | is | is
SUB | wired | wire
SUB | up | out
OK | like | like
OK | a | a
OK | computer | computer
SUB | like | with
OK | a | a
DEL | pc | ****
DEL | or | ****
SUB | a | p.
SUB | mac | c.
OK | or | or
DEL | something | ****
DEL | like | ****
SUB | that | matheson
OK | but | but
OK | we | we
OK | know | know
OK | this | this
OK | can't | can't
OK | be | be
OK | true | true
DEL | it | ****
OK | can't | can't
OK | be | be
OK | true | true
SUB | because | this
SUB | there's | is
OK | two | two
OK | ways | ways
OK | in | in
OK | which | which
OK | the | the
OK | brain | brain
OK | is | is
OK | better | better
DEL | than | ****
DEL | a | ****
SUB | computer | and
OK | for | for
OK | one | one
OK | thing | thing
OK | the | the
OK | brain | brain
OK | is | is
OK | highly | highly
OK | resistant | resistant
OK | to | to
SUB | damage | that
OK | if | if
OK | you | you
OK | have | have
OK | a | a
OK | laptop | laptop
OK | and | and
OK | i | i
DEL | persuade | ****
DEL | you | ****
SUB | to | persuaded
OK | open | open
DEL | it | ****
OK | up | up
OK | for | for
OK | me | me
OK | and | and
OK | i | i
OK | take | take
OK | the | the
DEL | pliers | ****
DEL | and | ****
SUB | kind | flyers
SUB | of | because
SUB | snip | that
OK | just | just
OK | about | about
OK | anywhere | anywhere
OK | your | your
SUB | laptop | lab
OK | will | will
OK | be | be
OK | destroyed | destroyed
DEL | but | ****
OK | the | the
OK | brain | brain
OK | is | is
OK | actually | actually
OK | more | more
SUB | resilient | brazilian
OK | you | you
SUB | can | can't
OK | take | take
OK | a | a
OK | lot | lot
OK | of | of
OK | brain | brain
SUB | damage | death
OK | and | and
OK | still | still
OK | preserve | preserve
OK | some | some
OK | mental | mental
SUB | functioning | function
OK | to | to
OK | some | some
OK | interesting | interesting
DEL | sense | ****
SUB | there's | sensors
SUB | some | on
OK | sort | sort
OK | of | of
OK | damage | damage
OK | resistance | resistance
OK | built | built
DEL | in | ****
SUB | to | into
OK | the | the
OK | brain | brain
OK | that | that
OK | allows | allows
OK | different | different
OK | parts | parts
DEL | of | ****
SUB | the | are
SUB | brain | free
OK | to | to
OK | take | take
OK | over | over
DEL | if | ****
DEL | some | ****
DEL | parts | ****
SUB | are | it
SUB | damaged | damn
OK | a | a
OK | second | second
OK | consideration | consideration
OK | is | is
OK | the | the
OK | brain | brain
OK | is | is
OK | extremely | extremely
DEL | fast | ****
SUB | your | fats
SUB | computer | you
SUB | works | can't
SUB | on | hear
SUB | wires | workshop
SUB | and | wired
SUB | electricity | what
SUB | but | custody
SUB | your | we're
SUB | brain | playing
OK | uses | uses
OK | tissue | tissue
OK | and | and
SUB | tissue | she
SUB | is | was
OK | extremely | extremely
SUB | slow | swap
OK | the | the
SUB | paradox | paragraph
SUB | then | that
OK | is | is
DEL | how | ****
SUB | do | have
OK | you | you
DEL | create | ****
SUB | such | created
OK | a | a
OK | fast | fast
INS | **** | and
SUB | computer | it
SUB | with | was
OK | such | such
INS | **** | well
INS | **** | stop
SUB | slow | you
SUB | stuff | tell
SUB | and | what
SUB | you | it
SUB | can't | is
SUB | if | it
SUB | the | a
OK | brain | brain
OK | was | was
OK | wired | wired
DEL | up | ****
SUB | like | with
SUB | a | the
SUB | personal | first
OK | computer | computer
OK | it | it
OK | would | would
OK | take | take
OK | you | you
OK | four | four
OK | hours | hours
OK | to | to
OK | recognize | recognize
DEL | a | ****
DEL | face | ****
OK | but | but
OK | in | in
OK | fact | fact
OK | we | we
OK | could | could
OK | do | do
OK | things | things
OK | extremely | extremely
OK | quickly | quickly
OK | so | so
OK | the | the
OK | question | question
SUB | then | dentist
SUB | is | oh
SUB | how | he
OK | is | is
OK | the | the
OK | brain | brain
INS | **** | what
SUB | wired | and
SUB | up | that's
SUB | and | areas
SUB | the | unlike
SUB | answer | many
SUB | is | to
SUB | unlike | bomb
SUB | manys | a
SUB | unlike | mike
OK | commercially | commercially
OK | generated | generated
SUB | computers | years
OK | the | the
OK | brain | brain
OK | works | works
INS | **** | with
INS | **** | our
SUB | through | op
SUB | parallel | protest
SUB | processing | massive
SUB | massively | we
SUB | parallel | are
OK | distributed | distributed
SUB | processing | protest
OK | there's | there's
OK | a | a
OK | whole | whole
OK | lot | lot
SUB | of | or
OK | research | research
OK | and | and
OK | this | this
OK | is | is
OK | research | research
OK | some | some
OK | of | of
OK | which | which
OK | takes | takes
OK | place | place
OK | outside | outside
OK | psychology | psychology
SUB | departments | department
SUB | and | in
SUB | in | an
OK | engineering | engineering
INS | **** | apartments
SUB | departments | in
SUB | and | fear
SUB | computer | signs
SUB | science | of
SUB | departments | farmers
OK | trying | trying
OK | to | to
OK | figure | figure
OK | out | out
OK | how | how
INS | **** | i
SUB | a | didn't
SUB | computer | hear
SUB | can | it
SUB | do | into
OK | the | the
OK | same | same
OK | things | things
DEL | brains | ****
SUB | can | please
SUB | do | don't
SUB | and | in
OK | one | one
OK | way | way
OK | people | people
DEL | do | ****
OK | this | this
OK | is | is
OK | they | they
OK | take | take
DEL | a | ****
SUB | hint | came
OK | from | from
OK | nature | nature
OK | and | and
INS | **** | a
SUB | they | tribes
SUB | try | fraught
SUB | to | nasa
SUB | construct | we
SUB | massively | distributor
SUB | distributed | now
SUB | networks | works
SUB | to | did
SUB | do | you
OK | aspects | aspects
OK | of | of
SUB | reasoning | reason
SUB | so | it
SUB | there's | is
OK | a | a
OK | very | very
OK | simple | simple
SUB | computational | competent
OK | network | network
OK | that | that
OK | is | is
DEL | interesting | ****
DEL | because | ****
DEL | it | ****
DEL | kind | ****
DEL | of | ****
DEL | looks | ****
SUB | to | interestingly
SUB | some | does
SUB | extent | come
SUB | like | look
OK | the | the
DEL | way | ****
SUB | neurons | winner
SUB | look | arms
OK | and | and
OK | this | this
OK | is | is
OK | often | often
SUB | known | know
SUB | as | this
SUB | neural | girl
SUB | networks | network
OK | and | and
OK | people | people
OK | who | who
OK | study | study
OK | this | this
DEL | often | ****
DEL | claim | ****
DEL | to | ****
SUB | be | setting
SUB | studying | your
SUB | neural | own
OK | network | network
SUB | modeling | walk
OK | to | to
OK | try | try
OK | to | to
OK | build | build
OK | smart | smart
DEL | machines | ****
SUB | by | jeans
SUB | modeling | i'm
SUB | them | linda
SUB | after | actor
OK | brains | brains
SUB | and | stop
OK | in | in
OK | the | the
OK | last | last
SUB | 20 | twenty
OK | years | years
OK | or | or
OK | so | so
OK | this | this
DEL | has | ****
SUB | been | isn't
OK | a | a
DEL | huge | ****
SUB | and | fusion
OK | vibrant | vibrant
DEL | area | ****
DEL | of | ****
DEL | study | ****
SUB | where | areas
OK | people | people
OK | are | are
OK | trying | trying
OK | to | to
SUB | wire | why
SUB | up | robert
SUB | machines | she'd
SUB | that | and
SUB | can | you
SUB | do | praying
SUB | brain-like | like
SUB | things | thanks
OK | from | from
OK | components | components
DEL | that | ****
SUB | look | the
SUB | a | local
OK | lot | lot
DEL | like | ****
SUB | neurons | wagner
SUB | and | oxen
OK | are | are
OK | wired | wired
DEL | up | ****
DEL | together | ****
DEL | as | ****
DEL | neurons | ****
SUB | are | oh
OK | one | one
OK | consideration | consideration
DEL | in | ****
OK | all | all
OK | of | of
OK | this | this
OK | is | is
DEL | that | ****
SUB | this | it
OK | is | is
OK | a | a
OK | very | very
OK | young | young
DEL | field | ****
DEL | and | ****
SUB | nobody | vila
SUB | knows | know
SUB | how | we
SUB | to | know
SUB | do | that
SUB | it | you
SUB | yet | would
OK | there | there
OK | is | is
OK | no | no
SUB | machine | ritchie
OK | yet | yet
SUB | that | i
OK | can | can
OK | recognize | recognize
OK | faces | faces
SUB | or | for
OK | understand | understand
OK | sentences | sentences
OK | at | at
OK | the | the
DEL | level | ****
DEL | of | ****
SUB | a | well
SUB | two-year-old | to
SUB | human | your
SUB | there | opium
SUB | is | there's
OK | no | no
DEL | machine | ****
DEL | yet | ****
DEL | that | ****
SUB | can | initiated
SUB | do | into
SUB | just | this
SUB | about | with
OK | anything | anything
OK | people | people
DEL | can | ****
SUB | do | too
OK | in | in
OK | an | an
OK | interesting | interesting
OK | way | way
DEL | and | ****
OK | this | this
DEL | is | ****
SUB | in | isn't
SUB | part | far
OK | because | because
OK | the | the
OK | human | human
OK | brain | brain
OK | is | is
OK | wired | wired
OK | up | up
SUB | in | next
SUB | an | for
SUB | extraordinarily | therapy
OK | more | more
